,Class,ImageId,Probability,Xmax,Xmin,Ymax,Ymin
54,train,15+0_2MLaEgk9Y+00+0131000+1.jpg,93.69415044784546,1190.0,-111.0,636.0,-28.0
55,train,15+0_2MLaEgk9Y+00+0131000+1.jpg,79.17362451553345,1273.0,526.0,636.0,83.0
56,train,15+0e62YRaGzro+00+0007000+1.jpg,99.03228282928467,456.0,13.0,360.0,13.0
57,train,15+0e62YRaGzro+00+0007000+1.jpg,90.78913927078247,470.0,221.0,346.0,41.0
58,train,15+0eWtYZVw73g+00+0019000+1.jpg,97.91850447654724,304.0,-10.0,249.0,0.0
59,train,15+0j6RR7_Y8Ow+01+0074000+1.jpg,96.08197808265686,913.0,166.0,747.0,0.0
60,train,15+0j6RR7_Y8Ow+01+0074000+1.jpg,85.06439328193665,1246.0,304.0,720.0,166.0
61,train,15+0jIZZsY3Q8A+00+0006000+1.jpg,96.35430574417114,286.0,0.0,193.0,-28.0
62,train,15+0ldxVX7sSvE+00+0006000+1.jpg,79.31812405586243,484.0,138.0,276.0,69.0
63,train,15+0n-lMeS_2fw+00+0001000+1.jpg,94.43812370300293,354.0,11.0,265.0,-12.0
64,train,15+0n-lMeS_2fw+02+0142000+1.jpg,99.07846450805664,321.0,-23.0,276.0,-23.0
65,train,15+0oGiHVOz6iY+02+0102000+1.jpg,93.80960464477539,484.0,0.0,249.0,41.0
66,train,15+0qh9LTeOGY8+00+0039000+1.jpg,85.53129434585571,204.0,-6.0,105.0,-17.0
67,train,15+0qih7ASxWdM+00+0005000+1.jpg,92.95520782470703,429.0,-14.0,415.0,-42.0
68,train,15+0uTMbkgszdU+00+0070000+1.jpg,90.32319784164429,267.0,0.0,249.0,-19.0
69,train,15+0yP8lzw6uTE+00+0026000+1.jpg,92.01990365982056,540.0,83.0,221.0,96.0
70,train,15+15Qz1W2anXI+00+0038000+1.jpg,98.14571142196655,456.0,0.0,373.0,-42.0
71,train,15+16Vqpbyic-Q+00+0044000+1.jpg,90.37348628044128,553.0,193.0,373.0,-28.0
72,train,15+16Vqpbyic-Q+00+0044000+1.jpg,87.03798651695251,470.0,0.0,373.0,-56.0
73,train,15+19yZqCOBpQU+01+0038000+1.jpg,97.83467054367065,512.0,-14.0,360.0,-14.0
74,train,15+1C6ckd6aomw+00+0110000+1.jpg,88.66129517555237,650.0,346.0,263.0,83.0
75,train,15+1ESx0R0rlms+00+0194000+1.jpg,94.61666941642761,581.0,55.0,263.0,-14.0
76,train,15+1Fmwh4rPvrA+02+0074000+1.jpg,97.39554524421692,484.0,0.0,318.0,-14.0
77,train,15+1IcLjcXfZfI+02+0210000+1.jpg,87.11263537406921,470.0,110.0,318.0,-14.0
78,train,15+1IcLjcXfZfI+02+0210000+1.jpg,83.56401324272156,567.0,263.0,318.0,13.0
79,train,15+1IcLjcXfZfI+02+0210000+1.jpg,80.76351284980774,332.0,0.0,360.0,-42.0
80,train,15+1J0QWMbFz5c+00+0010000+1.jpg,95.01280188560486,318.0,27.0,332.0,55.0
81,train,15+1JwmhncD4o4+01+0600000+1.jpg,97.57315516471863,304.0,73.0,203.0,27.0
82,train,15+1KK7XtwPCoo+01+0028000+1.jpg,97.22816944122314,512.0,55.0,373.0,-28.0
83,train,15+1KK7XtwPCoo+01+0028000+1.jpg,80.80626130104065,415.0,180.0,401.0,-28.0
84,train,15+1Lav8PRNiYA+00+0011000+1.jpg,96.53266072273254,650.0,180.0,373.0,-42.0
85,train,15+1Lav8PRNiYA+00+0011000+1.jpg,91.33590459823608,470.0,110.0,373.0,0.0
86,train,15+1LiO2tsAaQs+00+0007000+1.jpg,98.97419214248657,526.0,-28.0,346.0,-28.0
87,train,15+1MiZxq3SJxg+01+0039000+1.jpg,97.34391570091248,332.0,101.0,230.0,0.0
88,train,15+1MiZxq3SJxg+01+0039000+1.jpg,89.61203694343567,230.0,83.0,193.0,18.0
89,train,15+1OTWig_5hzg+00+0019000+1.jpg,97.85067439079285,470.0,13.0,346.0,-42.0
90,train,15+1OTWig_5hzg+01+0055000+1.jpg,96.3033139705658,498.0,0.0,373.0,-28.0
91,train,15+1PXqRMOtquw+00+0025000+1.jpg,93.88659596443176,295.0,0.0,221.0,-19.0
92,train,15+1PXqRMOtquw+00+0026000+1.jpg,93.87046098709106,313.0,-19.0,221.0,-28.0
93,train,15+1S1nZhZU0Ok+01+0076000+1.jpg,89.46016430854797,323.0,9.0,212.0,55.0
94,train,15+1SalFhLi2Jo+00+0136000+1.jpg,84.74487662315369,313.0,18.0,166.0,0.0
95,train,15+1USRwMcH0Fc+01+0091000+1.jpg,98.46888780593872,387.0,-14.0,290.0,13.0
96,train,15+1Vq6Nf47BoM+00+0014000+1.jpg,92.36716032028198,443.0,69.0,263.0,96.0
97,train,15+1W9Y2PbkP8w+00+0011000+1.jpg,99.00683760643005,498.0,13.0,360.0,-14.0
98,train,15+1W9Y2PbkP8w+00+0011000+1.jpg,83.29495191574097,470.0,193.0,332.0,13.0
99,train,15+1cy9A4oGWJU+00+0006000+1.jpg,95.8451509475708,401.0,0.0,318.0,13.0
100,train,15+1e8KB4IqkpA+03+0233000+1.jpg,97.55805134773254,567.0,-14.0,332.0,-28.0
101,train,15+1e8KB4IqkpA+04+0306000+1.jpg,96.55368328094482,443.0,-14.0,276.0,124.0
102,train,15+1e8KB4IqkpA+06+0401000+1.jpg,95.16966938972473,443.0,-14.0,415.0,-42.0
103,train,15+1e8KB4IqkpA+11+0070000+1.jpg,98.1450080871582,443.0,27.0,304.0,69.0
104,train,15+1e8KB4IqkpA+11+0070000+1.jpg,86.41498684883118,387.0,166.0,346.0,69.0
105,train,15+1e8KB4IqkpA+11+0070000+1.jpg,82.38216638565063,276.0,83.0,290.0,83.0
106,train,15+1kN4Y779u_o+00+0023000+1.jpg,96.96246981620789,332.0,-10.0,267.0,-37.0
107,train,15+1mma8ibsMtk+00+0016000+1.jpg,97.25531339645386,470.0,-42.0,387.0,-28.0
108,train,15+1nEDfbcj65w+01+0248000+1.jpg,90.77534675598145,341.0,9.0,166.0,36.0
109,train,15+1tvjAf_uoiQ+00+0016000+1.jpg,88.54442834854126,443.0,0.0,360.0,69.0
110,train,15+1wB6i604miI+00+0220000+1.jpg,96.09699249267578,529.0,24.0,344.0,24.0
111,train,15+1yhbvw1c9tk+00+0025000+1.jpg,98.70080351829529,484.0,27.0,249.0,-42.0
112,train,15+1yhbvw1c9tk+00+0028000+1.jpg,99.21661615371704,484.0,27.0,249.0,-28.0
113,train,15+2-kD9neRlMs+01+0093000+1.jpg,90.64708352088928,595.0,230.0,351.0,-28.0
114,train,15+26MsEHYlNUE+00+0005000+1.jpg,93.7931478023529,456.0,0.0,332.0,0.0
115,train,15+28Dnk8Xy8qs+00+0006000+1.jpg,84.703528881073,529.0,-52.0,228.0,0.0
116,train,15+2ECkvxhsK2c+00+0023000+1.jpg,98.27281832695007,553.0,-14.0,360.0,-14.0
117,train,15+2EU0pbb9rNE+00+0021000+1.jpg,94.3920373916626,733.0,69.0,304.0,13.0
118,train,15+2EU0pbb9rNE+00+0029000+1.jpg,85.65443158149719,636.0,-70.0,332.0,-28.0
119,train,15+2FMue4ul6oc+01+0125000+1.jpg,94.47360634803772,332.0,27.0,360.0,13.0
120,train,15+2FMue4ul6oc+01+0131000+1.jpg,93.70110034942627,304.0,0.0,346.0,27.0
121,train,15+2GLFCojapZ8+00+0017000+1.jpg,94.59102153778076,527.0,-28.0,365.0,-68.0
122,train,15+2HzPnoVWMhk+01+0059000+1.jpg,91.09073877334595,443.0,0.0,775.0,55.0
123,train,15+2HzPnoVWMhk+01+0059000+1.jpg,90.18826484680176,858.0,55.0,747.0,110.0
124,train,15+2KGfQgVH85c+00+0029000+1.jpg,92.50221848487854,286.0,18.0,249.0,36.0
125,train,15+2KGfQgVH85c+00+0037000+1.jpg,95.8827555179596,304.0,36.0,221.0,9.0
126,train,15+2KL8RWSy1_g+02+0395000+1.jpg,95.43314576148987,512.0,83.0,415.0,-56.0
127,train,15+2LenaoY9oYs+00+0014000+1.jpg,95.72657942771912,350.0,36.0,230.0,9.0
128,train,15+2LenaoY9oYs+00+0021000+1.jpg,91.94052815437317,359.0,0.0,249.0,-10.0
129,train,15+2Mhk6ktdBgs+00+0030000+1.jpg,86.69805526733398,456.0,27.0,332.0,41.0
130,train,15+2RdNUMTtm60+00+0021000+1.jpg,95.31128406524658,304.0,0.0,249.0,18.0
131,train,15+2RdNUMTtm60+01+0241000+1.jpg,93.05291771888733,341.0,-28.0,239.0,0.0
132,train,15+2StaMMCS-_o+00+0048000+1.jpg,97.77780175209045,456.0,-14.0,360.0,-28.0
133,train,15+2StaMMCS-_o+00+0054000+1.jpg,98.62863421440125,443.0,0.0,373.0,-14.0
134,train,15+2StaMMCS-_o+00+0055000+1.jpg,97.61403799057007,429.0,-14.0,373.0,-42.0
135,train,15+2T41b3jafK0+00+0378000+1.jpg,80.21187782287598,470.0,0.0,373.0,13.0
136,train,15+2VAR9oLR218+00+0010000+1.jpg,98.39896559715271,341.0,27.0,258.0,-47.0
137,train,15+2WVVqOkIHoA+00+0014000+1.jpg,89.68872427940369,456.0,55.0,263.0,27.0
138,train,15+2WVVqOkIHoA+00+0016000+1.jpg,86.03659272193909,443.0,27.0,249.0,69.0
139,train,15+2X4c-0Ctmmw+00+0006000+1.jpg,94.51355338096619,346.0,27.0,318.0,96.0
140,train,15+2X4c-0Ctmmw+00+0006000+1.jpg,79.31129932403564,443.0,124.0,346.0,41.0
141,train,15+2X4c-0Ctmmw+01+0109000+1.jpg,94.17484998703003,318.0,27.0,332.0,96.0
142,train,15+2bkdBdNCD9U+00+0013000+1.jpg,98.91611933708191,456.0,0.0,346.0,55.0
143,train,15+2bkdBdNCD9U+00+0013000+1.jpg,87.5497043132782,470.0,138.0,304.0,96.0
144,train,15+2dSosEOc_PI+00+0014000+1.jpg,94.22858357429504,359.0,-19.0,221.0,18.0
145,train,15+2i-EkPpOcgI+02+0088000+1.jpg,85.47159433364868,512.0,41.0,318.0,69.0
146,train,15+2i2R4fS-jQ4+00+0076000+1.jpg,81.80040717124939,1412.0,83.0,747.0,83.0
147,train,15+2icEF4LKH1o+00+0002000+1.jpg,98.4674334526062,369.0,73.0,230.0,0.0
148,train,15+2icEF4LKH1o+00+0002000+1.jpg,94.63321566581726,249.0,36.0,212.0,0.0
149,train,15+2iqay12cCJc+00+0008000+1.jpg,96.31968140602112,323.0,0.0,184.0,18.0
150,train,15+2iqay12cCJc+02+0145000+1.jpg,92.4943745136261,323.0,0.0,156.0,27.0
151,train,15+2lYnwkOVMlg+00+0071000+1.jpg,97.59041666984558,360.0,-14.0,360.0,-42.0
152,train,15+2mmC9qeciN4+00+0044000+1.jpg,90.13370871543884,387.0,41.0,332.0,13.0
153,train,15+2mmC9qeciN4+01+0083000+1.jpg,97.58480191230774,581.0,-14.0,401.0,-70.0
154,train,15+2ooNGOwH-U4+00+0010000+1.jpg,80.35672903060913,221.0,27.0,401.0,-56.0
155,train,15+2sFCkv7G0DA+01+0032000+1.jpg,91.1580502986908,484.0,55.0,332.0,-14.0
156,train,15+2tKPCpzMY80+00+0012000+1.jpg,95.23350596427917,526.0,13.0,346.0,-28.0
157,train,15+2v46KrrrTyw+00+0117000+1.jpg,85.84825992584229,526.0,110.0,276.0,-28.0
158,train,15+2v46KrrrTyw+02+0146000+1.jpg,91.16068482398987,456.0,96.0,290.0,-28.0
159,train,15+2y3UQqt6elU+01+0046000+1.jpg,97.78516292572021,341.0,-10.0,175.0,18.0
160,train,15+3-9j5WDnHlE+00+0066000+1.jpg,87.26497888565063,512.0,27.0,276.0,41.0
161,train,15+32-nD1xY1ks+02+0080000+1.jpg,91.20570421218872,267.0,18.0,184.0,36.0
162,train,15+34vwg15erxM+00+0036000+1.jpg,93.77852082252502,498.0,27.0,346.0,-28.0
163,train,15+35TmSjIBv_s+00+0052000+1.jpg,91.90254807472229,512.0,13.0,373.0,-42.0
164,train,15+3CZr8ypA9sU+00+0010000+1.jpg,94.1568374633789,540.0,0.0,318.0,41.0
165,train,15+3ENf5YCjV4M+00+0022000+1.jpg,97.34579920768738,649.0,-14.0,365.0,-28.0
166,train,15+3ENf5YCjV4M+00+0022000+1.jpg,94.63359713554382,595.0,230.0,338.0,-14.0
167,train,15+3ENf5YCjV4M+00+0022000+1.jpg,84.39944982528687,609.0,365.0,284.0,13.0
168,train,15+3FmGeJw45x8+00+0019000+1.jpg,95.56902050971985,267.0,-10.0,267.0,-19.0
169,train,15+3FmGeJw45x8+00+0023000+1.jpg,98.06504845619202,267.0,-10.0,267.0,-28.0
170,train,15+3HRw4jH7bSo+00+0012000+1.jpg,92.19650626182556,473.0,-14.0,351.0,0.0
171,train,15+3HRw4jH7bSo+00+0012000+1.jpg,79.4332504272461,555.0,148.0,311.0,-14.0
172,train,15+3HiVmE5mjNo+00+0057000+1.jpg,87.36345767974854,354.0,0.0,265.0,22.0
173,train,15+3I5-oJDuyj8+00+0004000+1.jpg,96.59848809242249,1190.0,55.0,553.0,27.0
174,train,15+3I5-oJDuyj8+00+0004000+1.jpg,91.27002358436584,1246.0,387.0,443.0,83.0
175,train,15+3IOcjLsBnXs+01+0046000+1.jpg,82.13585615158081,304.0,13.0,429.0,13.0
176,train,15+3LId9qziO1k+00+0019000+1.jpg,94.80248093605042,304.0,-19.0,286.0,-10.0
177,train,15+3MKBLFFsqHw+00+0016000+1.jpg,85.95933318138123,553.0,13.0,304.0,0.0
178,train,15+3MKBLFFsqHw+01+0102000+1.jpg,93.9246654510498,498.0,27.0,332.0,-14.0
179,train,15+3P_b80TKV_0+00+0008000+1.jpg,80.07944822311401,498.0,0.0,221.0,41.0
180,train,15+3P_b80TKV_0+03+0106000+1.jpg,82.63309001922607,540.0,-42.0,235.0,69.0
181,train,15+3Sx2QvjLSbk+01+0184000+1.jpg,92.02818274497986,443.0,27.0,318.0,-14.0
182,train,15+3T1_hat2TUg+02+0197000+1.jpg,92.49275326728821,498.0,-14.0,373.0,-56.0
183,train,15+3UW4Ze5SAog+00+0005000+1.jpg,90.53628444671631,332.0,-10.0,230.0,46.0
184,train,15+3X3-ZoE3yHI+00+0015000+1.jpg,80.79230785369873,239.0,0.0,258.0,36.0
185,train,15+3X3-ZoE3yHI+01+0044000+1.jpg,95.60485482215881,267.0,9.0,258.0,36.0
186,train,15+3X3-ZoE3yHI+02+0097000+1.jpg,88.40465545654297,295.0,18.0,258.0,46.0
187,train,15+3X68YQk3WpE+00+0006000+1.jpg,90.9785807132721,456.0,110.0,263.0,96.0
188,train,15+3XM9XQ5aH7g+00+0016000+1.jpg,88.46527338027954,369.0,9.0,276.0,-19.0
189,train,15+3ZlrVZIuh5c+00+0022000+1.jpg,80.95672726631165,526.0,-28.0,346.0,-42.0
190,train,15+3ZlrVZIuh5c+01+0150000+1.jpg,84.97512936592102,484.0,13.0,387.0,-42.0
191,train,15+3cl8QwIPtGQ+00+0005000+1.jpg,79.83781099319458,373.0,83.0,290.0,69.0
192,train,15+3cl8QwIPtGQ+00+0015000+1.jpg,89.03520703315735,415.0,83.0,332.0,13.0
193,train,15+3jLlEtkqh7k+00+0022000+1.jpg,94.10850405693054,332.0,64.0,258.0,-10.0
194,train,15+3jvJVQghrww+00+0044000+1.jpg,78.50451469421387,439.0,0.0,188.0,20.0
195,train,15+3lF47TszHME+00+0012000+1.jpg,97.44846224784851,341.0,64.0,230.0,0.0
196,train,15+3n21aKPvJ34+00+0060000+1.jpg,87.71107196807861,498.0,96.0,346.0,-14.0
197,train,15+3onrqgPuvlk+01+0039000+1.jpg,84.77906584739685,359.0,101.0,230.0,-28.0
198,train,15+3s46cJAZUCA+00+0015000+1.jpg,97.75444269180298,295.0,-19.0,249.0,-19.0
